lat,lon,month,temp,humidity,rainfall,NDVI,lat_lon,sin_lat,cos_lat
8.0,79.7,1,26.51,87.96,3.73,0.9385,637.6,0.139173,0.990268
8.0,79.8,1,26.51,88.08,3.24,0.9253,638.4,0.139173,0.990268
8.0,79.9,1,26.76,85.15,3.97,0.9571,639.2,0.139173,0.990268
8.0,80.0,1,27.08,89.89,3.27,0.9242,640.0,0.139173,0.990268
8.0,80.1,1,26.84,89.27,4.68,0.9487,640.8,0.139173,0.990268
8.0,80.2,1,25.97,85.89,3.38,0.9354,641.6,0.139173,0.990268
8.0,80.3,1,26.92,88.27,4.26,0.9385,642.4,0.139173,0.990268
8.0,80.4,1,27.88,87.12,5.23,0.9397,643.2,0.139173,0.990268
8.0,80.5,1,26.1,85.43,4.13,0.947,644.0,0.139173,0.990268
8.1,76.0,1,26.75,77.12,5.16,0.98,615.6,0.140901,0.990024
8.1,76.1,1,24.92,75.69,5.45,0.98,616.41,0.140901,0.990024
8.1,76.2,1,25.08,77.38,5.04,0.98,617.22,0.140901,0.990024
8.1,76.3,1,26.14,77.62,4.09,0.98,618.03,0.140901,0.990024
8.1,76.4,1,26.39,80.28,5.06,0.98,618.84,0.140901,0.990024
8.1,76.5,1,25.11,79.79,4.65,0.98,619.65,0.140901,0.990024
8.1,76.6,1,28.86,80.55,4.83,0.98,620.46,0.140901,0.990024
8.1,76.7,1,26.22,79.44,4.5,0.98,621.27,0.140901,0.990024
8.1,76.8,1,25.42,79.76,4.03,0.98,622.08,0.140901,0.990024
8.1,76.9,1,24.04,82.76,3.05,0.98,622.89,0.140901,0.990024
8.1,77.0,1,26.34,82.15,3.18,0.98,623.7,0.140901,0.990024
8.1,77.1,1,25.96,81.17,3.7,0.98,624.51,0.140901,0.990024
8.1,77.2,1,24.86,87.49,3.77,0.9742,625.32,0.140901,0.990024
8.1,77.3,1,25.52,82.39,3.73,0.9313,626.13,0.140901,0.990024
8.1,77.4,1,25.29,85.17,3.59,0.9294,626.94,0.140901,0.990024
8.1,77.5,1,25.16,83.59,2.67,0.9094,627.75,0.140901,0.990024
8.1,77.6,1,25.66,82.52,3.49,0.9367,628.56,0.140901,0.990024
8.1,77.7,1,26.1,82.43,2.82,0.9344,629.37,0.140901,0.990024
8.1,77.8,1,24.67,86.7,3.47,0.919,630.18,0.140901,0.990024
8.1,77.9,1,25.18,79.62,2.59,0.8889,630.99,0.140901,0.990024
8.1,78.0,1,24.25,89.61,2.41,0.8946,631.8,0.140901,0.990024
8.1,78.1,1,25.38,89.41,2.42,0.8909,632.61,0.140901,0.990024
8.1,78.2,1,25.33,84.71,3.38,0.9097,633.42,0.140901,0.990024
8.1,78.3,1,24.89,86.93,2.97,0.8986,634.23,0.140901,0.990024
8.1,78.4,1,25.97,90.06,2.56,0.8986,635.04,0.140901,0.990024
8.1,78.5,1,23.94,86.66,3.49,0.9244,635.85,0.140901,0.990024
8.1,78.6,1,25.08,86.6,2.96,0.9041,636.66,0.140901,0.990024
8.1,78.7,1,26.33,87.78,2.88,0.8959,637.47,0.140901,0.990024
8.1,78.8,1,25.97,88.73,3.56,0.9161,638.28,0.140901,0.990024
8.1,78.9,1,25.34,88.64,3.58,0.8979,639.09,0.140901,0.990024
8.1,79.0,1,25.95,89.73,3.0,0.9101,639.9,0.140901,0.990024
8.1,79.1,1,25.76,86.77,3.87,0.9193,640.71,0.140901,0.990024
8.1,79.2,1,26.64,89.85,3.36,0.9249,641.52,0.140901,0.990024
8.1,79.3,1,25.8,87.92,3.31,0.9254,642.33,0.140901,0.990024
8.1,79.4,1,26.58,85.67,4.45,0.9203,643.14,0.140901,0.990024
8.1,79.5,1,25.19,89.65,3.83,0.9088,643.95,0.140901,0.990024
8.1,79.6,1,26.72,87.34,3.02,0.9299,644.76,0.140901,0.990024
8.1,79.7,1,25.73,89.35,3.43,0.9248,645.57,0.140901,0.990024
8.1,79.8,1,26.07,88.27,3.26,0.9153,646.38,0.140901,0.990024
8.1,79.9,1,26.58,87.97,3.34,0.9165,647.19,0.140901,0.990024
8.1,80.0,1,26.63,84.63,2.93,0.922,648.0,0.140901,0.990024
8.1,80.1,1,26.34,88.19,4.43,0.9202,648.81,0.140901,0.990024
8.1,80.2,1,26.45,87.58,3.24,0.9404,649.62,0.140901,0.990024
8.1,80.3,1,26.41,88.31,3.39,0.9311,650.43,0.140901,0.990024
8.1,80.4,1,27.94,87.38,4.03,0.9377,651.24,0.140901,0.990024
8.1,80.5,1,26.47,87.97,3.86,0.9397,652.05,0.140901,0.990024
8.2,76.0,1,25.59,75.97,5.36,0.98,623.2,0.142629,0.989776
8.2,76.1,1,26.93,80.64,4.55,0.98,624.02,0.142629,0.989776
8.2,76.2,1,26.25,81.17,4.35,0.98,624.84,0.142629,0.989776
8.2,76.3,1,25.55,73.02,4.32,0.98,625.66,0.142629,0.989776
8.2,76.4,1,26.07,78.59,5.38,0.98,626.48,0.142629,0.989776
8.2,76.5,1,25.4,76.77,4.55,0.98,627.3,0.142629,0.989776
8.2,76.6,1,27.24,81.6,3.93,0.98,628.12,0.142629,0.989776
8.2,76.7,1,26.76,79.7,4.65,0.98,628.94,0.142629,0.989776
8.2,76.8,1,25.1,80.64,3.93,0.98,629.76,0.142629,0.989776
8.2,76.9,1,25.99,79.18,3.7,0.98,630.58,0.142629,0.989776
8.2,77.0,1,25.82,83.41,3.07,0.98,631.4,0.142629,0.989776
8.2,77.1,1,26.37,83.29,3.13,0.9605,632.22,0.142629,0.989776
8.2,77.2,1,25.39,85.59,3.4,0.9777,633.04,0.142629,0.989776
8.2,77.3,1,26.68,83.28,3.71,0.9652,633.86,0.142629,0.989776
8.2,77.4,1,26.38,82.32,3.42,0.9311,634.68,0.142629,0.989776
8.2,77.5,1,23.92,82.28,1.91,0.9207,635.5,0.142629,0.989776
8.2,77.6,1,25.81,88.15,3.0,0.8964,636.32,0.142629,0.989776
8.2,77.7,1,24.07,82.16,2.96,0.9127,637.14,0.142629,0.989776
8.2,77.8,1,25.12,81.78,2.97,0.8929,637.96,0.142629,0.989776
8.2,77.9,1,25.69,86.92,2.56,0.8693,638.78,0.142629,0.989776
8.2,78.0,1,24.33,86.28,3.52,0.8768,639.6,0.142629,0.989776
8.2,78.1,1,25.62,85.52,2.66,0.8703,640.42,0.142629,0.989776
8.2,78.2,1,24.44,85.6,2.47,0.8809,641.24,0.142629,0.989776
8.2,78.3,1,25.36,85.41,3.19,0.9067,642.06,0.142629,0.989776
8.2,78.4,1,25.23,88.12,3.48,0.8834,642.88,0.142629,0.989776
8.2,78.5,1,25.03,86.4,1.97,0.8805,643.7,0.142629,0.989776
8.2,78.6,1,26.66,90.29,3.02,0.8712,644.52,0.142629,0.989776
8.2,78.7,1,25.89,93.19,3.72,0.8991,645.34,0.142629,0.989776
8.2,78.8,1,24.96,83.86,3.28,0.8935,646.16,0.142629,0.989776
8.2,78.9,1,24.66,85.81,2.67,0.889,646.98,0.142629,0.989776
8.2,79.0,1,26.57,87.11,3.97,0.9212,647.8,0.142629,0.989776
8.2,79.1,1,25.24,90.2,3.53,0.9047,648.62,0.142629,0.989776
8.2,79.2,1,25.84,85.44,2.6,0.8939,649.44,0.142629,0.989776
8.2,79.3,1,27.58,84.42,3.6,0.9199,650.26,0.142629,0.989776
8.2,79.4,1,25.72,86.06,2.92,0.9031,651.08,0.142629,0.989776
8.2,79.5,1,25.5,87.82,3.36,0.9134,651.9,0.142629,0.989776
8.2,79.6,1,25.5,86.16,3.8,0.9117,652.72,0.142629,0.989776
8.2,79.7,1,25.49,87.55,3.83,0.922,653.54,0.142629,0.989776
8.2,79.8,1,26.77,86.06,3.79,0.8973,654.36,0.142629,0.989776
8.2,79.9,1,24.94,84.17,3.57,0.9094,655.18,0.142629,0.989776
8.2,80.0,1,25.72,88.75,2.76,0.9229,656.0,0.142629,0.989776
8.2,80.1,1,25.54,86.21,3.67,0.9202,656.82,0.142629,0.989776
8.2,80.2,1,26.27,89.58,3.42,0.912,657.64,0.142629,0.989776
8.2,80.3,1,25.74,88.68,4.49,0.9336,658.46,0.142629,0.989776
8.2,80.4,1,26.08,88.7,3.69,0.8941,659.28,0.142629,0.989776
8.2,80.5,1,26.31,87.65,3.75,0.9282,660.1,0.142629,0.989776
8.3,76.0,1,26.45,76.32,4.82,0.98,630.8,0.144356,0.989526
8.3,76.1,1,25.85,76.86,4.64,0.98,631.63,0.144356,0.989526
8.3,76.2,1,27.79,78.27,4.5,0.98,632.46,0.144356,0.989526
8.3,76.3,1,25.73,72.94,3.98,0.98,633.29,0.144356,0.989526
8.3,76.4,1,25.69,77.71,5.19,0.98,634.12,0.144356,0.989526
8.3,76.5,1,25.7,80.01,3.1,0.98,634.95,0.144356,0.989526
8.3,76.6,1,26.39,76.09,4.65,0.98,635.78,0.144356,0.989526
8.3,76.7,1,25.33,81.03,5.08,0.98,636.61,0.144356,0.989526
8.3,76.8,1,25.76,79.57,3.38,0.98,637.44,0.144356,0.989526
8.3,76.9,1,24.77,81.35,3.44,0.98,638.27,0.144356,0.989526
8.3,77.0,1,25.63,83.99,3.29,0.98,639.1,0.144356,0.989526
8.3,77.1,1,24.5,81.71,3.6,0.962,639.93,0.144356,0.989526
8.3,77.2,1,24.49,84.97,3.96,0.9539,640.76,0.144356,0.989526
8.3,77.3,1,26.69,82.27,2.52,0.9305,641.59,0.144356,0.989526
8.3,77.4,1,26.38,85.63,2.97,0.8866,642.42,0.144356,0.989526
8.3,77.5,1,24.32,89.63,2.91,0.8956,643.25,0.144356,0.989526
8.3,77.6,1,25.71,86.21,2.99,0.8852,644.08,0.144356,0.989526
8.3,77.7,1,25.46,89.42,3.58,0.8681,644.91,0.144356,0.989526
8.3,77.8,1,24.66,84.01,2.86,0.8921,645.74,0.144356,0.989526
8.3,77.9,1,25.95,82.86,3.71,0.8708,646.57,0.144356,0.989526
8.3,78.0,1,24.77,84.43,2.13,0.8666,647.4,0.144356,0.989526
8.3,78.1,1,25.22,84.03,2.33,0.8781,648.23,0.144356,0.989526
8.3,78.2,1,26.57,86.2,2.24,0.8648,649.06,0.144356,0.989526
8.3,78.3,1,25.09,81.42,2.98,0.8674,649.89,0.144356,0.989526
8.3,78.4,1,25.95,90.57,3.59,0.8698,650.72,0.144356,0.989526
8.3,78.5,1,24.59,92.07,3.07,0.8721,651.55,0.144356,0.989526
8.3,78.6,1,25.54,87.36,3.0,0.8786,652.38,0.144356,0.989526
8.3,78.7,1,25.21,86.92,2.82,0.8749,653.21,0.144356,0.989526
8.3,78.8,1,25.82,86.51,3.87,0.8766,654.04,0.144356,0.989526
8.3,78.9,1,26.68,89.54,2.11,0.8568,654.87,0.144356,0.989526
8.3,79.0,1,25.59,84.26,2.78,0.8879,655.7,0.144356,0.989526
8.3,79.1,1,27.35,88.97,3.84,0.8819,656.53,0.144356,0.989526
8.3,79.2,1,25.11,86.08,3.48,0.9068,657.36,0.144356,0.989526
8.3,79.3,1,26.65,86.68,3.08,0.8862,658.19,0.144356,0.989526
8.3,79.4,1,26.49,86.47,3.88,0.9118,659.02,0.144356,0.989526
8.3,79.5,1,26.68,88.41,3.18,0.8924,659.85,0.144356,0.989526
8.3,79.6,1,25.24,89.11,3.28,0.911,660.68,0.144356,0.989526
8.3,79.7,1,27.13,85.89,2.71,0.9024,661.51,0.144356,0.989526
8.3,79.8,1,26.83,84.77,4.34,0.8912,662.34,0.144356,0.989526
8.3,79.9,1,27.75,87.79,3.46,0.8861,663.17,0.144356,0.989526
8.3,80.0,1,26.77,87.34,4.11,0.9058,664.0,0.144356,0.989526
8.3,80.1,1,26.63,86.74,3.58,0.915,664.83,0.144356,0.989526
8.3,80.2,1,25.21,84.82,4.04,0.9186,665.66,0.144356,0.989526
8.3,80.3,1,26.5,87.61,3.91,0.9183,666.49,0.144356,0.989526
8.3,80.4,1,26.1,87.89,3.28,0.9099,667.32,0.144356,0.989526
8.3,80.5,1,25.43,89.49,4.03,0.9212,668.15,0.144356,0.989526
8.4,76.0,1,27.07,78.7,5.45,0.98,638.4,0.146083,0.989272
8.4,76.1,1,25.21,74.54,4.77,0.98,639.24,0.146083,0.989272
8.4,76.2,1,25.59,76.62,4.2,0.98,640.08,0.146083,0.989272
8.4,76.3,1,24.97,74.9,3.72,0.98,640.92,0.146083,0.989272
8.4,76.4,1,26.84,75.51,5.57,0.98,641.76,0.146083,0.989272
8.4,76.5,1,26.04,76.39,4.46,0.98,642.6,0.146083,0.989272
8.4,76.6,1,25.88,83.95,3.93,0.98,643.44,0.146083,0.989272
8.4,76.7,1,25.1,79.51,4.72,0.98,644.28,0.146083,0.989272
8.4,76.8,1,26.99,81.75,3.42,0.98,645.12,0.146083,0.989272
8.4,76.9,1,26.21,82.33,2.79,0.98,645.96,0.146083,0.989272
8.4,77.0,1,25.12,81.68,3.75,0.9653,646.8,0.146083,0.989272
8.4,77.1,1,24.16,83.3,3.62,0.954,647.64,0.146083,0.989272
8.4,77.2,1,26.02,84.88,3.41,0.9375,648.48,0.146083,0.989272
8.4,77.3,1,23.78,84.69,3.15,0.9101,649.32,0.146083,0.989272
8.4,77.4,1,24.08,82.21,3.43,0.896,650.16,0.146083,0.989272
8.4,77.5,1,25.67,84.86,2.77,0.8761,651.0,0.146083,0.989272
8.4,77.6,1,24.63,85.51,2.56,0.8795,651.84,0.146083,0.989272
8.4,77.7,1,24.75,86.17,2.58,0.857,652.68,0.146083,0.989272
8.4,77.8,1,24.27,85.67,2.62,0.873,653.52,0.146083,0.989272
8.4,77.9,1,25.17,88.35,2.11,0.8728,654.36,0.146083,0.989272
8.4,78.0,1,25.77,86.64,3.4,0.8575,655.2,0.146083,0.989272
8.4,78.1,1,26.25,91.21,2.7,0.8483,656.04,0.146083,0.989272
8.4,78.2,1,26.36,89.87,2.64,0.8504,656.88,0.146083,0.989272
8.4,78.3,1,25.06,84.1,2.46,0.8529,657.72,0.146083,0.989272
8.4,78.4,1,24.77,86.77,3.06,0.8487,658.56,0.146083,0.989272
8.4,78.5,1,24.68,88.84,2.86,0.8827,659.4,0.146083,0.989272
8.4,78.6,1,26.11,84.66,3.18,0.8672,660.24,0.146083,0.989272
8.4,78.7,1,26.06,87.51,4.25,0.8737,661.08,0.146083,0.989272
8.4,78.8,1,25.33,85.71,2.77,0.868,661.92,0.146083,0.989272
8.4,78.9,1,26.78,89.82,2.8,0.872,662.76,0.146083,0.989272
8.4,79.0,1,26.28,85.9,3.43,0.8735,663.6,0.146083,0.989272
8.4,79.1,1,24.76,90.13,4.05,0.8895,664.44,0.146083,0.989272
8.4,79.2,1,25.73,87.64,3.35,0.8831,665.28,0.146083,0.989272
8.4,79.3,1,27.71,86.74,2.82,0.9013,666.12,0.146083,0.989272
8.4,79.4,1,25.57,87.07,4.16,0.8795,666.96,0.146083,0.989272
8.4,79.5,1,26.39,87.14,3.89,0.8922,667.8,0.146083,0.989272
8.4,79.6,1,25.83,86.23,3.86,0.9306,668.64,0.146083,0.989272
8.4,79.7,1,27.78,88.41,3.2,0.91,669.48,0.146083,0.989272
8.4,79.8,1,27.24,88.92,3.68,0.9102,670.32,0.146083,0.989272
8.4,79.9,1,27.34,90.09,3.79,0.917,671.16,0.146083,0.989272
8.4,80.0,1,26.58,89.78,3.11,0.9033,672.0,0.146083,0.989272
8.4,80.1,1,26.21,87.48,4.22,0.9111,672.84,0.146083,0.989272
8.4,80.2,1,26.63,84.75,4.02,0.9103,673.68,0.146083,0.989272
8.4,80.3,1,28.39,86.91,3.82,0.9171,674.52,0.146083,0.989272
8.4,80.4,1,27.99,87.27,3.88,0.9124,675.36,0.146083,0.989272
8.4,80.5,1,26.95,86.49,3.87,0.9165,676.2,0.146083,0.989272
8.5,76.0,1,25.51,75.34,4.5,0.98,646.0,0.147809,0.989016
8.5,76.1,1,25.06,74.37,4.85,0.98,646.85,0.147809,0.989016
8.5,76.2,1,26.16,74.84,5.42,0.98,647.7,0.147809,0.989016
8.5,76.3,1,24.38,77.34,4.04,0.98,648.55,0.147809,0.989016
8.5,76.4,1,26.6,77.62,3.87,0.98,649.4,0.147809,0.989016
8.5,76.5,1,26.62,79.14,3.96,0.98,650.25,0.147809,0.989016
8.5,76.6,1,24.94,75.54,3.53,0.98,651.1,0.147809,0.989016
8.5,76.7,1,25.86,78.88,3.91,0.98,651.95,0.147809,0.989016
8.5,76.8,1,26.69,79.98,4.16,0.98,652.8,0.147809,0.989016
8.5,76.9,1,25.77,82.07,3.69,0.98,653.65,0.147809,0.989016
8.5,77.0,1,26.35,82.1,3.69,0.9695,654.5,0.147809,0.989016
8.5,77.1,1,26.33,81.1,4.1,0.9379,655.35,0.147809,0.989016
8.5,77.2,1,23.95,83.42,2.73,0.9166,656.2,0.147809,0.989016
8.5,77.3,1,24.52,82.91,1.99,0.9068,657.05,0.147809,0.989016
8.5,77.4,1,23.08,81.21,3.18,0.8725,657.9,0.147809,0.989016
8.5,77.5,1,25.38,82.9,2.63,0.8709,658.75,0.147809,0.989016
8.5,77.6,1,24.03,88.35,3.12,0.8531,659.6,0.147809,0.989016
8.5,77.7,1,24.94,86.16,1.69,0.8445,660.45,0.147809,0.989016
8.5,77.8,1,24.37,84.06,2.59,0.8402,661.3,0.147809,0.989016
8.5,77.9,1,25.46,85.16,3.04,0.8626,662.15,0.147809,0.989016
8.5,78.0,1,25.75,86.59,2.45,0.8571,663.0,0.147809,0.989016
8.5,78.1,1,25.4,88.39,3.11,0.8494,663.85,0.147809,0.989016
8.5,78.2,1,24.75,89.32,2.91,0.8555,664.7,0.147809,0.989016
8.5,78.3,1,24.72,90.22,2.93,0.8706,665.55,0.147809,0.989016
8.5,78.4,1,24.99,86.14,3.07,0.8413,666.4,0.147809,0.989016
8.5,78.5,1,25.03,86.76,3.96,0.8594,667.25,0.147809,0.989016
8.5,78.6,1,25.94,86.91,2.98,0.8782,668.1,0.147809,0.989016
8.5,78.7,1,24.87,86.34,2.12,0.8693,668.95,0.147809,0.989016
8.5,78.8,1,26.3,85.91,3.77,0.8713,669.8,0.147809,0.989016
8.5,78.9,1,24.69,87.35,3.54,0.8563,670.65,0.147809,0.989016
8.5,79.0,1,25.57,89.08,3.04,0.8955,671.5,0.147809,0.989016
8.5,79.1,1,26.72,88.26,2.31,0.8773,672.35,0.147809,0.989016
8.5,79.2,1,27.18,85.74,3.33,0.9008,673.2,0.147809,0.989016
8.5,79.3,1,26.34,85.93,2.84,0.8924,674.05,0.147809,0.989016
8.5,79.4,1,27.12,88.16,3.03,0.8891,674.9,0.147809,0.989016
8.5,79.5,1,23.95,89.41,2.39,0.9012,675.75,0.147809,0.989016
8.5,79.6,1,25.39,84.57,3.88,0.8897,676.6,0.147809,0.989016
8.5,79.7,1,26.61,87.1,3.59,0.8901,677.45,0.147809,0.989016
8.5,79.8,1,25.35,89.23,3.15,0.8979,678.3,0.147809,0.989016
8.5,79.9,1,26.08,90.28,3.87,0.8794,679.15,0.147809,0.989016
8.5,80.0,1,26.2,86.68,4.53,0.8949,680.0,0.147809,0.989016
8.5,80.1,1,26.88,89.44,3.67,0.905,680.85,0.147809,0.989016
8.5,80.2,1,26.44,87.29,3.6,0.8986,681.7,0.147809,0.989016
8.5,80.3,1,26.71,88.95,3.65,0.9117,682.55,0.147809,0.989016
8.5,80.4,1,25.14,89.25,3.89,0.9038,683.4,0.147809,0.989016
8.5,80.5,1,24.5,91.52,3.68,0.9145,684.25,0.147809,0.989016
8.6,76.0,1,25.55,75.99,4.23,0.98,653.6,0.149535,0.988756
8.6,76.1,1,27.87,74.8,4.68,0.98,654.46,0.149535,0.988756
8.6,76.2,1,26.66,75.94,4.56,0.98,655.32,0.149535,0.988756
8.6,76.3,1,26.14,76.55,4.72,0.98,656.18,0.149535,0.988756
8.6,76.4,1,27.03,78.11,3.48,0.98,657.04,0.149535,0.988756
8.6,76.5,1,25.04,78.16,3.53,0.98,657.9,0.149535,0.988756
8.6,76.6,1,26.09,78.96,3.97,0.98,658.76,0.149535,0.988756
8.6,76.7,1,26.05,78.63,4.11,0.98,659.62,0.149535,0.988756
8.6,76.8,1,24.55,81.12,3.84,0.98,660.48,0.149535,0.988756
8.6,76.9,1,26.49,80.45,3.41,0.9707,661.34,0.149535,0.988756
8.6,77.0,1,25.27,79.36,2.5,0.9479,662.2,0.149535,0.988756
8.6,77.1,1,24.46,80.35,2.01,0.9455,663.06,0.149535,0.988756
8.6,77.2,1,23.98,86.36,3.45,0.8962,663.92,0.149535,0.988756
8.6,77.3,1,26.78,85.71,2.65,0.8747,664.78,0.149535,0.988756
8.6,77.4,1,26.78,81.55,1.85,0.8339,665.64,0.149535,0.988756
8.6,77.5,1,26.93,87.56,2.81,0.8595,666.5,0.149535,0.988756
8.6,77.6,1,25.57,86.84,2.7,0.8458,667.36,0.149535,0.988756
8.6,77.7,1,24.8,84.23,2.45,0.8338,668.22,0.149535,0.988756
8.6,77.8,1,24.78,84.07,2.07,0.8084,669.08,0.149535,0.988756
8.6,77.9,1,26.01,88.12,1.85,0.829,669.94,0.149535,0.988756
8.6,78.0,1,25.72,84.48,2.55,0.8147,670.8,0.149535,0.988756
8.6,78.1,1,24.28,86.77,2.02,0.8344,671.66,0.149535,0.988756
8.6,78.2,1,25.42,83.45,2.93,0.823,672.52,0.149535,0.988756
8.6,78.3,1,25.71,87.13,3.42,0.8334,673.38,0.149535,0.988756
8.6,78.4,1,25.05,86.95,3.04,0.8393,674.24,0.149535,0.988756
8.6,78.5,1,25.54,85.32,2.48,0.843,675.1,0.149535,0.988756
8.6,78.6,1,27.01,84.25,2.5,0.8305,675.96,0.149535,0.988756
8.6,78.7,1,26.43,86.17,3.5,0.8439,676.82,0.149535,0.988756
8.6,78.8,1,26.04,85.11,3.99,0.8496,677.68,0.149535,0.988756
8.6,78.9,1,26.15,88.08,3.17,0.8484,678.54,0.149535,0.988756
8.6,79.0,1,25.87,86.93,2.93,0.8653,679.4,0.149535,0.988756
8.6,79.1,1,27.82,85.77,2.36,0.8836,680.26,0.149535,0.988756
8.6,79.2,1,28.17,85.32,3.91,0.8752,681.12,0.149535,0.988756
8.6,79.3,1,25.72,88.11,3.95,0.9001,681.98,0.149535,0.988756
8.6,79.4,1,26.05,85.85,2.68,0.8787,682.84,0.149535,0.988756
8.6,79.5,1,25.29,87.13,2.84,0.8782,683.7,0.149535,0.988756
8.6,79.6,1,25.07,87.77,3.69,0.8911,684.56,0.149535,0.988756
8.6,79.7,1,26.66,89.61,2.72,0.8662,685.42,0.149535,0.988756
8.6,79.8,1,26.74,85.79,3.34,0.9116,686.28,0.149535,0.988756
8.6,79.9,1,26.51,88.33,2.96,0.8994,687.14,0.149535,0.988756
8.6,80.0,1,25.37,87.08,3.03,0.8958,688.0,0.149535,0.988756
8.6,80.1,1,27.55,89.53,3.84,0.8861,688.86,0.149535,0.988756
8.6,80.2,1,26.37,89.83,3.68,0.8829,689.72,0.149535,0.988756
8.6,80.3,1,27.0,87.84,3.52,0.9248,690.58,0.149535,0.988756
8.6,80.4,1,26.64,88.8,4.19,0.8983,691.44,0.149535,0.988756
8.6,80.5,1,25.76,83.64,3.99,0.8867,692.3,0.149535,0.988756
8.7,76.0,1,24.71,75.24,5.91,0.98,661.2,0.151261,0.988494
8.7,76.1,1,27.06,75.02,4.42,0.98,662.07,0.151261,0.988494
8.7,76.2,1,26.09,75.85,4.44,0.98,662.94,0.151261,0.988494
8.7,76.3,1,27.03,75.47,3.72,0.98,663.81,0.151261,0.988494
8.7,76.4,1,25.41,76.56,3.94,0.98,664.68,0.151261,0.988494
8.7,76.5,1,26.38,77.19,4.21,0.98,665.55,0.151261,0.988494
8.7,76.6,1,26.31,78.05,3.0,0.98,666.42,0.151261,0.988494
8.7,76.7,1,25.46,77.63,3.42,0.98,667.29,0.151261,0.988494
8.7,76.8,1,25.97,79.55,3.61,0.98,668.16,0.151261,0.988494
8.7,76.9,1,23.8,78.66,3.16,0.9642,669.03,0.151261,0.988494
8.7,77.0,1,25.71,84.45,3.7,0.9238,669.9,0.151261,0.988494
8.7,77.1,1,26.29,82.49,2.79,0.9115,670.77,0.151261,0.988494
8.7,77.2,1,24.75,82.18,2.9,0.8836,671.64,0.151261,0.988494
8.7,77.3,1,24.92,84.52,3.28,0.8714,672.51,0.151261,0.988494
8.7,77.4,1,23.71,79.13,3.0,0.8615,673.38,0.151261,0.988494
8.7,77.5,1,24.74,82.38,1.49,0.8169,674.25,0.151261,0.988494
8.7,77.6,1,25.44,84.11,1.13,0.8309,675.12,0.151261,0.988494
8.7,77.7,1,25.11,82.74,2.55,0.8117,675.99,0.151261,0.988494
8.7,77.8,1,25.27,86.25,2.01,0.8143,676.86,0.151261,0.988494
8.7,77.9,1,24.73,86.19,2.06,0.8271,677.73,0.151261,0.988494
